tic_id,sector,label,dataset,fits_file,chunk_points,chunk_duration_days,chunk_start,chunk_end,largest_gap_days,largest_gap_hours,num_chunks
17307715,43,1,confirmed,tess2021258175143-s0043-0000000017307715-0214-s_lc.fits,8167,11.357854453241998,2487.184153983579,2498.542008436821,2.565495041532813,61.57188099678751,2
17307715,44,1,confirmed,tess2021284114741-s0044-0000000017307715-0215-s_lc.fits,7987,11.122745350418882,2513.3221520287534,2524.4448973791723,1.8348285996912637,44.03588639259033,2
17307715,71,1,confirmed,tess2023289093419-s0071-0000000017307715-0266-s_lc.fits,4166,5.786309032318059,3253.5917106735737,3259.378019705892,2.3376162951672086,56.102791084013006,4
21276520,45,1,confirmed,tess2021310001228-s0045-0000000021276520-0216-s_lc.fits,8281,11.513615649525036,2526.4668233767725,2537.9804390262975,1.5904235630996482,38.170165514391556,2
21832928,25,1,confirmed,tess2020133194932-s0025-0000000021832928-0182-s_lc.fits,6589,9.323597363722456,1999.984899220188,2009.3084965839105,2.2000279077092273,52.800669785021455,5
21832928,26,1,confirmed,tess2020160202036-s0026-0000000021832928-0188-s_lc.fits,8500,12.019142864725154,2023.1180243383367,2035.1371672030618,0.9249779434494485,22.199470642786764,2
21832928,52,1,confirmed,tess2022138205153-s0052-0000000021832928-0224-s_lc.fits,3876,5.38198198625696,2724.9220682972104,2730.3040502834674,5.211152533710447,125.06766080905072,4
21832928,79,1,confirmed,tess2024142205832-s0079-0000000021832928-0274-s_lc.fits,5252,7.294381756821167,3465.8199415361187,3473.11432329294,7.065295886581225,169.5671012779494,5
22529346,7,1,confirmed,tess2019006130736-s0007-0000000022529346-0131-s_lc.fits,8171,11.405611733815931,1491.6345012649635,1503.0401129987795,1.6736053960203208,40.1665295044877,2
22529346,33,1,confirmed,tess2020351194500-s0033-0000000022529346-0203-s_lc.fits,8731,12.137621720656625,2215.436884047213,2227.5745057678696,1.5708569345601973,37.700566429444734,2
22529346,34,1,confirmed,tess2021014023720-s0034-0000000022529346-0204-s_lc.fits,8563,11.902759712051193,2229.005066378932,2240.9078260909832,1.455544300805741,34.93306321933778,2
22529346,61,1,confirmed,tess2023018032328-s0061-0000000022529346-0250-s_lc.fits,4068,5.648556586017548,2969.5519483011303,2975.200504887148,1.5152640268438518,36.36633664425244,4
22529346,87,1,confirmed,tess2024353092137-s0087-0000000022529346-0284-s_lc.fits,4748,6.597333201343645,3669.7314512622106,3676.3287844635543,2.3708657032930205,56.90077687903249,5
22529346,88,1,confirmed,tess2025014115807-s0088-0000000022529346-0285-s_lc.fits,5249,7.2915867126448575,3704.1066554717077,3711.3982421843525,0.21527752270321798,5.166660544877232,4
26017005,42,1,confirmed,tess2021232031932-s0042-0000000026017005-0213-s_lc.fits,6390,8.885538576521867,2461.24124337301,2470.126781949532,5.090755742557121,122.17813782137091,2
26017005,43,1,confirmed,tess2021258175143-s0043-0000000026017005-0214-s_lc.fits,8105,11.271582242438853,2487.185105736714,2498.456687979153,2.664086142295673,63.93806741509616,2
26017005,44,1,confirmed,tess2021284114741-s0044-0000000026017005-0215-s_lc.fits,8070,11.237816030859904,2513.207403691672,2524.445219722532,2.4389864988688714,58.535675972852914,2
26017005,70,1,confirmed,tess2023263165758-s0070-0000000026017005-0265-s_lc.fits,4000,5.55454143483712,3221.8905980289123,3227.4451394637495,2.0876397718816406,50.103354525159375,4
26017005,71,1,confirmed,tess2023289093419-s0071-0000000026017005-0266-s_lc.fits,4192,5.820916672122621,3253.592082485067,3259.4129991571895,2.3250741643860238,55.80177994526457,4
26416742,81,1,confirmed,tess2024196212429-s0081-0000000026416742-0276-s_lc.fits,4908,6.831997800839872,3506.554672992639,3513.386670793479,3.0069639693047066,72.16713526331296,5
26416742,82,1,confirmed,tess2024223182411-s0082-0000000026416742-0278-s_lc.fits,4944,6.866550513781021,3552.3809317490245,3559.2474822628055,0.2166646542154922,5.199951701171813,4
26416803,74,1,confirmed,tess2024003055635-s0074-0000000026416803-0269-s_lc.fits,4643,6.447204961705211,3333.119147883595,3339.5663528453,1.3902497390627104,33.36599373750505,7
26416803,75,1,confirmed,tess2024030031500-s0075-0000000026416803-0270-s_lc.fits,5157,7.162542549202044,3346.3899537717875,3353.5524963209896,1.90973524647643,45.83364591543432,6
26416803,81,1,confirmed,tess2024196212429-s0081-0000000026416803-0276-s_lc.fits,4908,6.831997856253565,3506.5546776152587,3513.3866754715123,3.0069639562661905,72.16713495038857,5
26416803,82,1,confirmed,tess2024223182411-s0082-0000000026416803-0278-s_lc.fits,4944,6.866550162323165,3552.380935537994,3559.247485700317,0.21666464699774224,5.199951527945814,4
26417717,74,1,confirmed,tess2024003055635-s0074-0000000026417717-0269-s_lc.fits,4643,6.447202106735858,3333.1191835118057,3339.5663856185415,1.605536260122335,38.53287024293604,6
26417717,75,1,confirmed,tess2024030031500-s0075-0000000026417717-0270-s_lc.fits,5157,7.162538449520071,3346.3899831387166,3353.5525215882367,1.9986236011250185,47.96696642700044,6
26417717,81,1,confirmed,tess2024196212429-s0081-0000000026417717-0276-s_lc.fits,4908,6.832000007608713,3506.5546370256598,3513.3866370332685,3.006965139278691,72.16716334268858,5
26417717,82,1,confirmed,tess2024223182411-s0082-0000000026417717-0278-s_lc.fits,4944,6.866554930694747,3552.3809179663817,3559.2474728970765,0.21666478040970105,5.199954729832825,4
26472830,80,1,confirmed,tess2024170053053-s0080-0000000026472830-0275-s_lc.fits,4721,6.565415173784459,3479.890086074431,3486.4555012482156,4.384814854562137,105.23555650949129,6
26472830,81,1,confirmed,tess2024196212429-s0081-0000000026472830-0276-s_lc.fits,4908,6.83200272136628,3506.5544521266966,3513.386454848063,3.048634638063504,73.1672313135241,5
26472830,82,1,confirmed,tess2024223182411-s0082-0000000026472830-0278-s_lc.fits,4944,6.866572115691724,3552.380795674531,3559.2473677902226,0.21666519799146045,5.199964751795051,4
26472830,83,1,confirmed,tess2024249191853-s0083-0000000026472830-0280-s_lc.fits,4799,6.676256798641134,3565.0333654601545,3571.7096222587957,0.21666111483045825,5.199866755930998,9
26541144,74,1,confirmed,tess2024003055635-s0074-0000000026541144-0269-s_lc.fits,4643,6.447196221708509,3333.119255000825,3339.5664512225335,1.5499801792398102,37.199524301755446,6
26541144,75,1,confirmed,tess2024030031500-s0075-0000000026541144-0270-s_lc.fits,5157,7.162530056673859,3346.3900417561595,3353.5525718128333,2.022232411462028,48.53357787508867,6
26541144,81,1,confirmed,tess2024196212429-s0081-0000000026541144-0276-s_lc.fits,4908,6.832004483777837,3506.5545553232914,3513.3865598070693,3.238913827181932,77.73393185236637,5
26541144,82,1,confirmed,tess2024223182411-s0082-0000000026541144-0278-s_lc.fits,4944,6.866564617613676,3552.3808834499373,3559.247448067551,0.21666505258872348,5.199961262129364,4
26547036,15,1,confirmed,tess2019226182529-s0015-0000000026547036-0151-s_lc.fits,6731,9.498500479552149,1724.9430330544822,1734.4415335340343,4.423589891490792,106.16615739577901,2
26547036,56,1,confirmed,tess2022244194134-s0056-0000000026547036-0243-s_lc.fits,5148,7.148473573854517,2838.7311983824698,2845.8796719563243,0.2166631405566477,5.199915373359545,4
26547036,82,1,confirmed,tess2024223182411-s0082-0000000026547036-0278-s_lc.fits,4944,6.866603554580706,3552.380620821395,3559.2472243759757,0.21666601545985031,5.1999843710364075,4
26582909,81,1,confirmed,tess2024196212429-s0081-0000000026582909-0276-s_lc.fits,4908,6.83200589391663,3506.554508301513,3513.3865141954298,3.294470834004187,79.06730001610049,5
26582909,82,1,confirmed,tess2024223182411-s0082-0000000026582909-0278-s_lc.fits,4944,6.866569446754056,3552.3808566351813,3559.2474260819354,0.2166651780844404,5.19996427402657,4
26584326,74,1,confirmed,tess2024003055635-s0074-0000000026584326-0269-s_lc.fits,4643,6.4471969441819965,3333.119200639992,3339.566397584174,1.4791477498993117,35.49954599758348,6
26584326,75,1,confirmed,tess2024030031500-s0075-0000000026584326-0270-s_lc.fits,5157,7.162532440161158,3346.389989686613,3353.552522126774,1.9902886494355698,47.766927586453676,6
26584326,81,1,confirmed,tess2024196212429-s0081-0000000026584326-0276-s_lc.fits,4908,6.832004886109189,3506.554611190073,3513.3866160761822,3.006967314848225,72.1672155563574,5
26584326,82,1,confirmed,tess2024223182411-s0082-0000000026584326-0278-s_lc.fits,4944,6.866560203377503,3552.3809276734405,3559.247487876818,0.21666495899080473,5.199959015779314,4
26656435,81,1,confirmed,tess2024196212429-s0081-0000000026656435-0276-s_lc.fits,4908,6.8320088179202685,3506.5545452154147,3513.386554033335,3.24447140792563,77.86731379021512,5
26656435,82,1,confirmed,tess2024223182411-s0082-0000000026656435-0278-s_lc.fits,4944,6.866568226372237,3552.380901685117,3559.247469911489,0.21666518739766616,5.199964497543988,4
26656768,74,1,confirmed,tess2024003055635-s0074-0000000026656768-0269-s_lc.fits,4643,6.447190123757537,3333.1192785592116,3339.566468682969,0.5833206282036372,13.999695076887292,7
26656768,75,1,confirmed,tess2024030031500-s0075-0000000026656768-0270-s_lc.fits,5157,7.162522859645833,3346.3900527685832,3353.552575628229,2.120842101463495,50.90021043512388,6
26656768,81,1,confirmed,tess2024196212429-s0081-0000000026656768-0276-s_lc.fits,4908,6.832010177185566,3506.5545214643607,3513.3865316415463,3.26391681114319,78.33400346743656,5
26656768,82,1,confirmed,tess2024223182411-s0082-0000000026656768-0278-s_lc.fits,4944,6.8665710779655456,3552.380891992377,3559.2474630703427,0.21666526795706886,5.199966430969653,4
26657021,81,1,confirmed,tess2024196212429-s0081-0000000026657021-0276-s_lc.fits,4908,6.832010318513767,3506.5545018880766,3513.3865122065904,3.3166952721817324,79.60068653236158,5
26657021,82,1,confirmed,tess2024223182411-s0082-0000000026657021-0278-s_lc.fits,4944,6.866572803822692,3552.380878173762,3559.247450977585,0.21666530823677022,5.199967397682485,4
26657021,83,1,confirmed,tess2024249191853-s0083-0000000026657021-0280-s_lc.fits,4799,6.676255417489756,3565.0334487612545,3571.7097041787442,0.21666102845028945,5.199864682806947,9
26814296,74,1,confirmed,tess2024003055635-s0074-0000000026814296-0269-s_lc.fits,4643,6.447187509884316,3333.1192401273706,3339.566427637255,0.5610985563871509,13.466365353291621,7
26814296,75,1,confirmed,tess2024030031500-s0075-0000000026814296-0270-s_lc.fits,5157,7.162521215861489,3346.390009715869,3353.5525309317304,2.252786921360439,54.066886112650536,6
26814296,81,1,confirmed,tess2024196212429-s0081-0000000026814296-0276-s_lc.fits,4908,6.832013630995334,3506.554555748906,3513.386569379901,3.3139185001032274,79.53404400247746,5
26814296,82,1,confirmed,tess2024223182411-s0082-0000000026814296-0278-s_lc.fits,4944,6.866570414048965,3552.3809382234626,3559.2475086375116,0.2166652963624074,5.199967112697777,4
26817284,74,1,confirmed,tess2024003055635-s0074-0000000026817284-0269-s_lc.fits,4643,6.447189158558103,3333.119158957719,3339.566348116277,0.443049506589432,10.633188158146368,7
26817284,75,1,confirmed,tess2024030031500-s0075-0000000026817284-0270-s_lc.fits,5157,7.162525382365857,3346.3899331073694,3353.5524584897353,2.366678044220862,56.800273061300686,6
26817284,81,1,confirmed,tess2024196212429-s0081-0000000026817284-0276-s_lc.fits,4908,6.832013653812737,3506.5546401190477,3513.3866537728604,3.3180845019992375,79.6340280479817,5
26817284,82,1,confirmed,tess2024223182411-s0082-0000000026817284-0278-s_lc.fits,4944,6.866563373366716,3552.381001523712,3559.2475648970785,0.21666513943455357,5.199963346429286,4
26817863,74,1,confirmed,tess2024003055635-s0074-0000000026817863-0269-s_lc.fits,4643,6.447188450985777,3333.1191930408654,3339.566381491851,0.49165558550566857,11.799734052136046,7
26817863,75,1,confirmed,tess2024030031500-s0075-0000000026817863-0270-s_lc.fits,5157,7.162523616578255,3346.389965244052,3353.55248886063,2.345843883877478,56.30025321305948,6
26817863,81,1,confirmed,tess2024196212429-s0081-0000000026817863-0276-s_lc.fits,4908,6.832013659866334,3506.5546046656928,3513.386618325559,3.322251508327554,79.7340361998613,5
26817863,82,1,confirmed,tess2024223182411-s0082-0000000026817863-0278-s_lc.fits,4944,6.866566342423084,3552.3809750182713,3559.2475413606944,0.216665205791287,5.199964938990888,4
27006192,74,1,confirmed,tess2024003055635-s0074-0000000027006192-0269-s_lc.fits,4643,6.447178101314421,3333.1193416656292,3339.5665197669437,1.593031228529071,38.232749484697706,6
27006192,75,1,confirmed,tess2024030031500-s0075-0000000027006192-0270-s_lc.fits,5157,7.162508176530537,3346.3900908883147,3353.5525990648453,2.2041714856241015,52.900115654978435,6
27006192,76,1,confirmed,tess2024058030222-s0076-0000000027006192-0271-s_lc.fits,5103,7.086231992638204,3374.2971956175356,3381.383427610174,3.3819787244083273,81.16748938579985,6
27006192,81,1,confirmed,tess2024196212429-s0081-0000000027006192-0276-s_lc.fits,4908,6.832021054683992,3506.5544379650055,3513.3864590196895,3.71809365031595,89.2342476075828,5
27006192,82,1,confirmed,tess2024223182411-s0082-0000000027006192-0278-s_lc.fits,4944,6.866584985987629,3552.3808942057817,3559.2474791917693,0.2166657145262434,5.199977148629841,4
27006192,83,1,confirmed,tess2024249191853-s0083-0000000027006192-0280-s_lc.fits,4799,6.676266483930249,3565.033487179242,3571.7097536631723,0.21666136861585983,5.199872846780636,9
27007509,74,1,confirmed,tess2024003055635-s0074-0000000027007509-0269-s_lc.fits,4643,6.447181382713097,3333.1192649659765,3339.5664463486896,1.4777556768704017,35.46613624488964,6
27007509,75,1,confirmed,tess2024030031500-s0075-0000000027007509-0270-s_lc.fits,5157,7.162513950148423,3346.3900219329585,3353.552535883107,2.3597295940044205,56.63351025610609,6
27007509,81,1,confirmed,tess2024196212429-s0081-0000000027007509-0276-s_lc.fits,4908,6.832019327313446,3506.5545205564376,3513.386539883751,3.3986444054712592,81.56746573131022,5
27007509,82,1,confirmed,tess2024223182411-s0082-0000000027007509-0278-s_lc.fits,4944,6.866576985461052,3552.380945777653,3559.247522763114,0.2166655145247205,5.199972348593292,4
27007509,83,1,confirmed,tess2024249191853-s0083-0000000027007509-0280-s_lc.fits,4799,6.676257688985515,3565.0335237001254,3571.709781389111,0.2166610650047005,5.199865560112812,9
27014562,81,1,confirmed,tess2024196212429-s0081-0000000027014562-0276-s_lc.fits,4908,6.832021836412878,3506.554440801581,3513.386462637994,3.7319830506844482,89.56759321642676,5
27014562,82,1,confirmed,tess2024223182411-s0082-0000000027014562-0278-s_lc.fits,4944,6.86658524699078,3552.3809009833653,3559.247486230356,0.21666573035872716,5.199977528609452,4
27081773,76,1,confirmed,tess2024058030222-s0076-0000000027081773-0271-s_lc.fits,5103,7.086228571657557,3374.2971902200557,3381.383418791713,2.993084914048268,71.83403793715843,6
27081773,81,1,confirmed,tess2024196212429-s0081-0000000027081773-0276-s_lc.fits,4908,6.832023668091551,3506.554419031101,3513.3864426991927,3.9722645309789186,95.33434874349405,5
27081773,82,1,confirmed,tess2024223182411-s0082-0000000027081773-0278-s_lc.fits,4944,6.866588231996047,3552.3808955786676,3559.2474838106637,0.21666581976569432,5.199979674376664,4
27081773,83,1,confirmed,tess2024249191853-s0083-0000000027081773-0280-s_lc.fits,4799,6.676269503860112,3565.0334945348277,3571.709764038688,0.21666146302868583,5.19987511268846,9
27082724,74,1,confirmed,tess2024003055635-s0074-0000000027082724-0269-s_lc.fits,4643,6.4471767869854375,3333.119295842463,3339.5664726294485,1.5069209804100865,36.166103529842076,6
27082724,75,1,confirmed,tess2024030031500-s0075-0000000027082724-0270-s_lc.fits,5157,7.162508136600081,3346.3900431531433,3353.5525512897434,2.2986164337939954,55.16679441105589,6
27082724,81,1,confirmed,tess2024196212429-s0081-0000000027082724-0276-s_lc.fits,4908,6.832023344456957,3506.5544818478775,3513.3865051923344,3.9569857891506217,94.96765893961492,5
27082724,82,1,confirmed,tess2024223182411-s0082-0000000027082724-0278-s_lc.fits,4944,6.866582778985958,3552.3809406996165,3559.2475234786025,0.2166656938043161,5.1999766513035866,4
27082724,83,1,confirmed,tess2024249191853-s0083-0000000027082724-0280-s_lc.fits,4799,6.676263264231693,3565.033529340215,3571.7097926044466,0.2166612431201429,5.19986983488343,9
27083727,74,1,confirmed,tess2024003055635-s0074-0000000027083727-0269-s_lc.fits,4643,6.447179570126536,3333.1192422952568,3339.5664218653833,0.5485982441523447,13.166357859656273,7
27083727,75,1,confirmed,tess2024030031500-s0075-0000000027083727-0270-s_lc.fits,5157,7.162512691698794,3346.389995996556,3353.552508688255,2.3694516252890025,56.86683900693606,6
27083727,81,1,confirmed,tess2024196212429-s0081-0000000027083727-0276-s_lc.fits,4908,6.8320216395545685,3506.55454032958,3513.3865619691346,3.398645296281302,81.56748711075124,5
